Column1,Column2,assigned_cluster,distance_from_assigned_cluster_centriod,is_outlier
2074.42621269,-1183.34961646,1,240.770121961,0
1889.30794456,1847.32094338,2,1193.04805967,1
1840.96753505,-1261.87733582,1,322.595101044,0
319.016540296,713.794372029,2,780.03644482,0
1963.17561398,-894.430188148,1,72.216372802,0
1488.6654453,511.34913951,2,668.304016476,0
290.359691969,1661.4633882,2,995.588610364,1
-29.8474772118,28.609984528,0,89.7230308478,0
-14.9340224009,29.296323591,0,82.5038792906,0
94.4108037072,-359.747928283,0,323.656120496,0
1069.08292054,928.504357216,2,84.1320806962,0
831.638388953,809.491247533,2,288.820095489,0
2212.53377549,-794.099985991,1,297.279217645,0
-127.398169607,-78.9815268333,0,154.04701007,0
1015.5111745,915.014131796,2,96.5090538883,0
883.09523817,892.72578033,2,195.85495713,0
1097.7570045,1175.06655593,2,176.326282402,0
142.248168129,16.632957177,0,134.148313998,0
-272.520788491,157.69581716,0,357.59001381,0
2224.3474171,-1199.05004798,1,344.611549521,0
914.75979693,1024.38854896,2,127.754409371,0
802.277190688,1209.05953234,2,312.478299026,0
1152.06225159,1009.89916076,2,110.624186083,0
1108.78589291,792.456139764,2,225.787483049,0
2110.68345137,-1166.48310196,1,244.550395258,0
144.592701407,-1491.16087524,0,1452.14370682,1
-37.9104647123,-22.4631192398,0,64.3327294857,0
1924.23877742,-1240.61089768,1,278.133137671,0
1908.51935062,-845.004063413,1,136.085143459,0
111.325831149,-51.5511818262,0,88.9762833891,0
950.420870047,1087.61696696,2,120.957511357,0
879.225125286,732.024690864,2,320.101057178,0
2076.13385073,-1200.85656924,1,257.362065667,0
1011.67454091,1250.9715947,2,244.818928415,0
276.412710727,1386.67486071,2,853.642995017,0
1725.59287218,-1054.88667853,1,260.162243434,0
1903.36890223,-609.932359015,1,362.584949458,0
107.896030172,127.851599757,0,191.959620419,0
-16.5702973917,109.296912452,0,158.377622302,0
-123.098867875,-50.6182393904,0,145.900788511,0
1407.95880595,500.865743484,2,625.684072183,0
1833.05438352,-635.061471106,1,358.514478856,0
150.925132035,-46.4364518791,0,128.287314519,0
1111.73171869,930.584304238,2,104.534623135,0
1203.73045064,910.582830649,2,189.255798926,0
2001.36850288,320.331637636,2,1180.79703526,1
837.775499248,1146.08513776,2,246.091220849,0
731.788477035,905.751531264,2,326.101265187,0
346.218315156,-0.0651770753397,0,326.548893418,0
151.878259421,75.9190328403,0,176.389652648,0
-193.408589535,-72.7717052285,0,217.954917582,0
-109.197280058,18.0573208509,0,145.791236912,0
1871.5435581,-1292.98778858,1,341.259176898,0
-5.41129415857,-47.1126143023,0,28.225947443,0
1044.10297634,846.724340139,2,161.268093549,0
1996.23738594,-841.213211063,1,127.769107717,0
758.669051829,1012.36090412,2,282.819900798,0
866.707586821,1083.45702043,2,190.354409013,0
-6.63970146077,30.3793702006,0,80.0770607393,0
1512.32222059,597.107659597,2,624.919584083,0
-172.285871445,1356.94259189,2,1262.91250278,1
166.66582365,7.24480298364,0,152.902397295,0
1098.80140391,886.860559806,2,134.001074886,0
2364.53949351,-731.152019362,1,459.1210214,0
2026.10664896,-690.541267792,1,281.370058822,0
2079.8538704,-933.716420727,1,114.384251492,0
-126.815831287,-175.380158258,0,198.909601576,0
2009.94031294,-1328.64550585,1,364.514042911,0
1727.00654729,-1188.33422356,1,329.310676832,0
369.586670187,1151.79002885,2,687.088704553,0
1731.67901164,-832.190030874,1,273.647934033,0
942.844169405,899.998214229,2,146.226287349,0
2585.63785833,623.864780408,2,1591.2380191,1
-218.292161742,-62.6695696272,0,241.661440208,0
1827.47425581,-187.116754327,1,792.152052579,0
2232.60812787,856.848900667,2,1200.70140544,1
1267.96651703,953.336293731,2,233.007383753,0
103.479176823,51.6909736748,0,125.366097116,0
322.424395066,-1433.12894147,0,1420.9625536,1
-131.046520841,-125.870051549,0,174.080606397,0
892.467800817,1313.12595598,2,339.583398439,0
1232.74927582,1076.99743884,2,203.367252508,0
1199.3869044,458.617121549,2,571.604644424,0
564.07383533,1062.55547549,2,480.491578136,0
935.120720484,810.713808254,2,224.092012971,0
1083.30034298,891.744669096,2,123.529475044,0
551.512957121,599.141870936,2,638.109777121,0
1084.13609599,114.472968302,2,894.516554589,0
1199.72398597,1102.87913754,2,184.544640882,0
40.0162339997,-153.64373999,0,110.865466074,0
99.0582541371,1078.43839348,2,945.027560396,0
1265.96364606,993.72504676,2,224.960277013,0
1796.61068504,-1149.29856368,1,252.237790063,0
-32.2984248253,-101.429478558,0,79.3831644475,0
72.4161008789,42.3830505037,0,99.8150323284,0
790.540070484,1406.93573268,2,471.30812038,0
-77.8841308123,-343.201110617,0,315.504360171,0
1121.3828351,839.667630808,2,186.318004011,0
1211.85220264,949.385189428,2,180.187429935,0
-220.371990215,-9.61000691745,0,245.471817837,0
2222.81393294,-674.266959444,1,386.127038796,0
19.1710704514,86.4170760644,0,130.609191434,0
-85.6229569734,-38.7747315527,0,108.414347424,0
765.296319085,813.432925036,2,337.799483096,0
2288.74888099,-1094.44772566,1,343.34862793,0
408.596856518,392.338333451,0,582.637771851,0
2035.05672204,-1009.9137145,1,78.1474521746,0
17.691329692,90.919906938,0,135.156757882,0
1049.61743233,1183.72711849,2,175.945870215,0
728.605057048,1000.86399386,2,312.93052634,0
2094.88311453,-1118.05637276,1,196.398853066,0
903.449931921,963.670901001,2,144.94080149,0
304.919600357,-33.4570932173,0,282.4636251,0
6.64422222974,-102.717284179,0,60.7214744928,0
1199.94561155,939.507227943,2,172.64576162,0
2066.72489365,-797.074501904,1,194.81668967,0
2036.92130924,-666.965223478,1,306.681694158,0
1219.7734213,1494.76793198,2,518.429414447,0
2097.91266721,-654.463042716,1,336.975278699,0
2073.17766459,-808.586958312,1,188.352923251,0
1003.938679,800.517934473,2,210.817720052,0
682.025230588,973.723326517,2,361.057546526,0
1102.95399973,1101.8603959,2,112.238224214,0
2005.85638333,-736.314630789,1,232.734665679,0
762.141780167,1164.32863401,2,320.099378175,0
-54.441442622,89.5314431946,0,154.317548646,0
260.780510939,-3.15762866537,0,241.624108258,0
69.1035834425,118.778969151,0,169.415368009,0
37.8698335819,-24.6246357205,0,24.7478844057,0
-131.363542834,94.1926033933,0,207.02696877,0
-106.190653884,-179.15402469,0,186.626186445,0
-135.031787959,-47.271751233,0,157.721047339,0
-11.0137398716,-52.997220587,0,34.8160383897,0
71.3551046826,146.032717418,0,196.313922398,0
398.03067024,961.965544585,2,645.066804243,0
162.248980285,102.286077965,0,202.306173957,0
817.194986324,1196.15860326,2,292.757900882,0
1761.03903589,-791.097304269,1,272.854238986,0
2408.41672963,-1037.26272808,1,443.915219047,0
296.886774575,123.370133703,0,321.345259844,0
101.328065716,65.6392709793,0,135.061629833,0
840.095979438,1288.02499846,2,344.928718008,0
1002.33834088,1104.68844343,2,104.328457346,0
2286.50031958,-973.824337632,1,316.380103269,0
2286.25223279,-1201.97267452,1,394.237286941,0
1933.96116529,-1481.54411062,1,516.514439466,0
33.1577960278,54.593484048,0,99.295707571,0
1678.22612516,-1174.90008688,1,358.841238676,0
-110.562932951,125.585914371,0,215.769926688,0
25.3885421046,-76.5583190259,0,32.5275532106,0
1876.78945281,-994.392541039,1,97.5517357583,0
1034.30179703,853.646958754,2,154.489419612,0
1643.55690068,-1268.42531394,1,444.949195825,0
1715.17108535,-720.850048153,1,353.965956764,0
2083.31881758,-1512.25238312,1,557.543020568,0
1855.30776336,-1357.61616235,1,407.83365168,0
2378.44418542,-1073.93078065,1,422.183792292,0
835.611684398,1098.10396864,2,224.711876181,0
-121.053007412,-72.8510014123,0,146.550111403,0
-29.1528620357,-62.580952823,0,54.9932519906,0
164.247916749,88.7811989287,0,194.209032965,0
1654.45053006,-1118.26051182,1,350.420943776,0
1101.20100064,940.454364853,2,90.1557190087,0
13.7163466533,89.8169088175,0,134.260565457,0
1197.84204267,499.454525815,2,532.020334053,0
1043.46660509,965.425472287,2,42.5927536322,0
2114.83790288,-1181.41810035,1,259.213746605,0
2395.02856172,-572.192275346,1,579.477810786,0
2027.55659026,-755.673892969,1,218.296521462,0
1924.06102484,-1150.75938442,1,190.14148511,0
1081.87433676,1088.25892798,2,89.8884523386,0
726.739206378,982.342154975,2,315.757461518,0
190.188106749,-20.0820899854,0,169.249210114,0
-92.63836585,-27.6928817962,0,116.464610894,0
902.511360499,1202.06186787,2,238.697895983,0
1564.51883909,-1028.36315298,1,410.410106855,0
2034.50170555,-1051.56866365,1,106.787985175,0
-147.236172748,301.007673875,0,384.701018434,0
0.166939447695,-164.48214684,0,122.420405877,0
765.058314783,543.746703516,2,540.276752479,0
877.44103175,956.97256516,2,171.759570008,0
708.440381384,1172.49051142,2,371.436973116,0
734.76889871,1021.8783694,2,307.001159855,0
1962.19163022,-856.195805786,1,110.398924083,0
-103.810452507,17.1618328703,0,140.545133156,0
370.887273782,125.576337812,0,387.387347118,0
2305.33514311,-997.893908324,1,336.611178218,0
1886.75091683,-375.152077777,1,597.0133865,0
-30.0702500899,122.167059331,0,174.471150974,0
943.983829953,1618.1543854,2,617.919692286,0
1671.08232966,-1211.14540703,1,386.555113431,0
-103.649672414,-14.4377613588,0,129.754577078,0
76.3061526504,64.485376148,0,121.15598954,0
1272.33366489,158.706607299,2,880.087778863,0
930.054231178,1361.21545797,2,370.394342932,0
1140.7468575,891.023122186,2,153.413269891,0
1938.06518006,-821.059764399,1,148.757909608,0
-156.542389537,-54.6986372946,0,179.511128932,0
1173.13159443,761.317179781,2,279.60098825,0
2151.01728142,-911.276291995,1,188.995677997,0
1909.65032131,-933.484365272,1,68.8803618346,0
2346.65632661,-1172.02664431,1,428.992145079,0
2104.78884083,421.191165084,2,1214.49138843,1
2132.37724601,-1038.76060342,1,177.618733612,0
896.467898482,1212.70224046,2,250.870945122,0
1115.3145921,1041.0746602,2,80.9390540531,0
82.708695891,-83.2601231209,0,71.6659103036,0
904.301334217,1341.54511921,2,360.670200286,0
973.581390937,609.086602035,2,404.617505968,0
531.252560727,960.318830108,2,512.422776871,0
1907.55650758,-955.00740755,1,63.6632384563,0
1900.32171866,1360.31304665,2,928.330431123,0
991.0693411,1135.524769,2,137.144978101,0
974.283483162,996.440464971,2,68.1538121558,0
117.073528742,101.255008909,0,173.365405804,0
96.3416563407,-171.715709325,0,147.32068905,0
875.161856462,1195.0077404,2,250.272304288,0
126.901029546,-59.9864924842,0,105.439496441,0
2535.47250348,1547.07154124,2,1588.3067709,1
1621.98682666,-1321.69996245,1,497.560037548,0
1911.01569751,-1214.67023033,1,255.323544437,0
776.458945881,823.516031593,2,322.872055465,0
1908.49522643,-1044.37574042,1,99.5188010614,0
1604.49766056,-1069.68225426,1,380.0427284,0
-44.8844881732,172.605460974,0,227.030894606,0
1067.51585862,1237.20464811,2,230.7106024,0
1741.82355838,-1369.65376073,1,463.521182245,0
6.88607609539,-74.9002889211,0,34.5632169489,0
983.151750399,1041.58127933,2,67.2972965025,0
150.439076112,62.5202736226,0,166.449788508,0
2158.69297816,-1126.70056672,1,247.494029693,0
43.4784668993,865.569293983,0,909.953067237,0
1806.21536235,-1121.95105298,1,226.09816211,0
1608.19725654,702.326588525,2,643.906237861,0
793.363086248,-630.980840213,0,968.690642557,1
24.2005583755,88.9014029826,0,133.055895512,0
1851.57591243,-1058.03202615,1,149.9604591,0
1135.75595822,615.701361504,2,403.445065318,0
1102.55776894,951.91873661,2,82.917941901,0
916.229576075,1073.12114682,2,141.159334298,0
-29.6440106019,102.597178622,0,155.784975139,0
578.638178259,1034.30072442,2,463.565061584,0
1948.61215551,-916.429544133,1,54.3491534851,0
2570.02081283,-660.637624995,1,673.204939456,0
-98.3594098802,-89.6480377121,0,129.289426783,0
83.6251251414,-118.262309358,0,95.9700494671,0
2085.0580146,-779.561709165,1,219.231679929,0
45.0530956902,25.8296237732,0,73.4714468451,0
2262.27400281,-1195.98218954,1,371.556248998,0
-48.1394973539,-69.8426428888,0,75.3170952051,0
2269.75585068,-289.183311402,1,740.418299468,0
1167.6222056,899.495363364,2,166.388376129,0
159.052580529,2.35272930018,0,144.102384292,0
1953.03279763,-1030.41869399,1,66.3765202386,0
-167.773484453,-18.2164338774,0,192.188901633,0
1838.88267797,-1219.36051532,1,285.104861259,0
2270.16735201,-910.476627638,1,305.108571897,0
886.6634761,1244.23556506,2,282.456135234,0
1233.47982753,1220.90652269,2,286.732018779,0
2092.60169347,-904.940168755,1,136.91324681,0
1094.04733645,917.688475845,2,104.483707909,0
1938.7150321,-866.089523918,1,105.046116897,0
2331.2155684,-1249.36688902,1,458.748680671,0
1014.0265264,1051.17119273,2,51.1722359865,0
1139.06455333,1051.85952777,2,107.022797306,0
50.7801344063,-3.84675037606,0,49.1409460655,0
1984.17634551,-965.644760515,1,13.9822291667,0
1071.08438259,836.16351077,2,174.343381669,0
891.295263298,552.60179783,2,479.48799551,0
2032.7982569,-874.491777383,1,111.115572464,0
819.455421087,922.404343689,2,237.918804822,0
994.769779562,711.18015499,2,300.439878005,0
1120.92257263,842.453867665,2,183.605374426,0
107.372385061,47.6644469842,0,124.922203116,0
2196.21122735,-1216.40088252,1,337.083941014,0
2203.29967167,-1030.04162707,1,241.647590909,0
1306.59887957,1419.5202592,2,489.565511467,0
1928.72934658,-978.955059572,1,43.3668504715,0
2180.80059158,164.65930526,1,1150.40197338,1
1775.10901268,-992.56037334,1,196.859569233,0
2492.17132492,-1355.87351204,1,651.313331806,0
1170.52274636,777.455542251,2,264.188850693,0
112.418234572,27.149742623,0,114.629271091,0
2135.58665377,-687.581246817,1,324.091773502,0
-129.765263361,-1222.3514617,0,1188.02445107,1
-44.729244328,-156.284496337,0,130.828972654,0
823.384494612,820.255184353,2,287.735646945,0
876.01108565,1029.57710733,2,166.848688887,0
34.3886454123,219.33346347,0,263.740012351,0
532.244326456,969.544678264,2,510.658341876,0
2174.65705946,-1153.08861379,1,276.925170817,0
2169.36535421,-819.129915434,1,247.634758716,0
2605.18141588,121.427100635,1,1259.50241705,1
2158.03123722,-1080.44025086,1,219.782227993,0
1826.0379912,-1171.78708085,1,251.016122255,0
1859.29684259,92.3632396789,1,1064.46053798,1
1215.89417037,858.704445449,2,229.585451215,0
-50.718251188,-129.891039953,0,112.85567273,0
2069.63175009,-1195.57414849,1,249.89984962,0
935.252647278,1249.82468685,2,264.144409053,0
118.628587304,-29.369939906,0,97.1010802507,0
1107.22733141,1059.14296445,2,83.3343716795,0
2142.95337837,-1014.88691745,1,179.445765918,0
1462.66406061,1024.54747395,2,421.535250008,0
2240.36984738,-908.049583976,1,276.369365277,0
1036.01042848,758.093202752,2,249.936793968,0
864.205973029,1032.50241396,2,178.938478331,0
99.2450799086,-229.157668247,0,200.237412458,0
1639.48765135,-439.917100534,1,621.658532925,0
684.927372843,1352.4557983,2,495.763905336,0
867.371167044,690.941465051,2,361.680338974,0
-222.672549345,148.288854532,0,311.798355352,0
2204.28614897,-1310.75124554,1,416.456824709,0
-81.2002681173,1844.78390883,2,1400.21817391,1
2238.47782824,-1024.11455358,1,274.4266429,0
2178.31705526,-770.434260377,1,285.785471532,0
2137.55731758,-1190.72704056,1,279.948777407,0
813.405268348,1343.83161662,2,405.966975373,0
763.5010831,1032.28183445,2,279.014950605,0
733.897184474,1076.09785867,2,315.012768936,0
804.999943299,-681.096626511,0,1008.84347474,1
5.82868827309,-166.25442904,0,123.263183426,0
-10.5751980809,-6.32856573315,0,50.3446943797,0
83.9233040358,-103.038565595,0,84.9811199237,0
25.1870512339,40.052032064,0,84.2355516806,0
161.169286024,148.103272762,0,236.949175391,0
866.933133448,1242.76007799,2,292.547252587,0
1476.57814004,-1290.73382879,1,590.700677424,0
254.17023777,128.292753008,0,288.674139758,0
863.608894043,1108.29617752,2,204.192058085,0
807.458902083,965.778680496,2,237.769387223,0
1914.32922904,-908.44195414,1,80.4396701872,0
974.999913559,1102.75468054,2,115.759521241,0
1017.0983914,944.855287953,2,67.6519947918,0
-65.6284390752,62.6873426736,0,138.592248959,0
173.332974937,-32.0299296611,0,151.161019537,0
2132.45468353,-674.673242756,1,333.72365714,0
115.58620417,-72.3111532467,0,97.102529261,0
1943.00661464,-766.313103282,1,201.831700286,0
44.4910801588,-38.8679629653,0,22.4616202868,0
2065.58440709,-587.962734568,1,390.176680865,0
1490.63034613,1372.91640405,2,578.743446385,0
367.342897682,1479.20755259,2,822.49081408,0
2032.81294124,-968.897129671,1,62.6570304852,0
1102.04133042,802.712446188,2,214.013236502,0
14.685998727,26.6077669952,0,71.2010503248,0
905.945660018,1126.07352243,2,179.75268139,0
812.570180138,1181.22584216,2,287.063671482,0
1851.483783,-1246.45029863,1,304.266714313,0
228.586269101,-51.4850320393,0,206.058746669,0
-129.110527067,-31.8645684396,0,152.26487316,0
-58.0350283051,-93.8688206773,0,94.7829748668,0
2017.84241505,-67.2015321396,1,900.362514835,0
32.5138141972,97.110290718,0,141.599241739,0
801.653080764,1037.52142858,2,241.61570122,0
549.827565476,1154.72009527,2,513.062179599,0
951.447830825,1520.59380934,2,520.464917128,0
-46.3149853341,34.9888238982,0,104.974093161,0
2103.58665012,-1053.17664077,1,159.174206867,0
1936.40611033,-1042.79231849,1,83.625748807,0
-158.351975378,50.3607670257,0,204.196363993,0
1057.32705547,1407.54475349,2,399.889181841,0
2532.2557861,-1249.88018677,1,629.533003486,0
1872.03545381,-1077.58999521,1,148.40122404,0
1912.70607678,1309.60569347,2,921.988248243,0
744.636460179,1502.36584721,2,576.65218523,0
-26.644141307,9.37518529974,0,72.7681088668,0
2442.63338834,-1103.07395441,1,491.823600734,0
1366.03142496,1244.13656879,2,401.402862673,0
2191.85269181,-1107.83399455,1,262.976461062,0
1078.53314523,841.978674522,2,170.08276656,0
2006.65437445,-906.162305496,1,70.3217216678,0
1990.29856238,-937.417534765,1,35.1844552076,0
1065.51147974,701.229800276,2,307.682781497,0
1716.88790916,819.762231189,2,701.164892591,0
904.002148091,994.777407312,2,138.084449221,0
106.031963922,684.030044154,0,732.933062093,0
-156.317451117,39.9554911853,0,197.750590295,0
-164.306111295,-668.973305391,0,652.200429811,0
1023.36589318,1266.98715872,2,259.647341633,0
2223.28795288,-610.967396906,1,436.247817812,0
927.868280297,858.185528411,2,187.982737353,0
1237.36892978,-1615.25831694,1,978.876016702,1
1099.75215337,877.157782294,2,143.21518619,0
199.56747726,1579.00673966,2,1017.27899874,1
-90.4538870164,-72.6352350571,0,116.64485813,0
1210.9047774,1103.21168616,2,194.381368263,0
678.949355461,248.657266758,0,718.645583856,0
1987.93460106,-1039.76966578,1,75.5744601088,0
577.607223226,1037.67791651,2,464.797982125,0
1825.03138493,-1545.17705353,1,596.801208071,0
1342.39082243,1019.44340344,2,301.154556715,0
140.448832101,75.051744585,0,167.578672527,0
-63.4494392192,3.55643018043,0,98.4378867955,0
-26.208171702,78.6275704335,0,132.1407187,0
61.1384931061,-3.77496093769,0,55.7719644547,0
-94.8640616508,70.2953503492,0,164.037251621,0
1956.37103254,218.520495201,1,1184.90449037,1
1576.55632294,-552.782127501,1,570.931332229,0
894.961942028,971.486268448,2,150.967853362,0
-148.806529322,-1.90337541814,0,176.591563872,0
1146.19936961,-572.827609824,1,913.135220199,0
702.789752556,937.354825118,2,345.948935913,0
2108.94810529,-909.934404961,1,149.752476432,0
2238.60567624,-1240.54689645,1,383.726535811,0
-28.7984469798,-17.9028655729,0,57.7622092967,0
181.133847551,-32.6798228523,0,158.88980576,0
2026.57057701,-986.375671328,1,59.8286009586,0
729.137806782,837.407030303,2,355.856591792,0
2384.25753703,-632.225100898,1,532.018641888,0
24.5982373586,23.5848697993,0,67.7582004526,0
976.60092043,1067.327316,2,87.916122037,0
-1.66509508449,-5.26697962595,0,45.8603293838,0
151.227056223,30.9529169301,0,148.894969825,0
2128.72570372,-1089.014069,1,200.462735661,0
627.701789865,633.906246717,2,557.777576157,0
1142.25625897,1124.11587342,2,153.78758824,0
1009.32830183,1003.03031986,2,32.5042155348,0
-145.617526026,-11.3024496314,0,171.450909548,0
-88.6000379832,104.45684628,0,185.636971773,0
29.9439666375,-139.391213072,0,95.5239076898,0
2470.6417109,410.407591393,1,1464.84293426,1
379.553681473,-1481.24817972,0,1480.75598579,1
1876.42073971,-1041.5047722,1,120.214952143,0
1079.85135136,1089.49317528,2,90.1121791001,0
1295.4519526,961.700930517,2,258.177081985,0
831.613398075,1115.35306322,2,235.721063468,0
-136.722806717,3.25285936758,0,166.279699534,0
2118.23915514,-831.511584311,1,200.203685575,0
1018.32570145,1087.40252433,2,82.7307373922,0
1936.22572492,-922.431332793,1,55.4945468221,0
-39.2022443144,91.7761415064,0,149.336636396,0
718.349524787,828.190091984,2,369.754150219,0
2300.10705537,-982.323241344,1,330.286171814,0
1069.48827337,1180.76018397,2,175.048794244,0
45.8795364942,-6.12196290389,0,44.5535687414,0
36.5884804908,-41.4123426976,0,14.1958125314,0
54.0639350657,-16.157154046,0,42.0673990069,0
2072.2947938,1110.25728608,2,1035.90225595,1
942.638066609,806.300089058,2,224.57914721,0
-85.752893761,2.70940579953,0,118.1032114,0
971.065028672,994.240456265,2,71.7164551146,0
-218.145728458,-7.28892502209,0,243.608248452,0
61.3182981672,-102.489526629,0,69.9901181391,0
-31.5034863993,80.6781951878,0,136.067867589,0
1326.00323299,1107.82915199,2,301.561734639,0
1229.200465,1227.27732833,2,288.693275875,0
935.67884545,850.69497054,2,189.536858602,0
1155.10440954,1168.57262111,2,196.746528684,0
1174.82624972,1042.54092019,2,137.778895748,0
969.544217045,748.234628925,2,269.506891628,0
2070.01363826,-1151.86335871,1,210.697460809,0
795.432772411,874.879723782,2,279.714284385,0
1612.87647397,1652.14550464,2,861.094555584,0
-52.7025328538,14.5397593603,0,95.5155337758,0
1922.55266333,-756.437932302,1,215.208292114,0
2092.28351911,-989.134287203,1,124.190556914,0
915.080056843,824.098542563,2,223.113338353,0
1207.80545224,929.998515593,2,183.717648375,0
1185.32776554,1093.81696562,2,167.538029375,0
2093.15346401,-908.406499763,1,135.894123125,0
1880.87081772,-1101.73745706,1,162.246312584,0
1875.51475099,-620.990879912,1,358.061035528,0
2398.07337445,-1492.80132804,1,678.430309221,0
303.304855316,-997.863871318,0,994.153475512,1
1488.32314475,1136.44055758,2,464.968554178,0
2037.66057215,-1164.69997617,1,209.549321478,0
-60.9551856991,-216.566115263,0,191.624791442,0
2277.80286566,-810.004809148,1,345.025769144,0
-71.1199611373,-25.6401931665,0,95.5866401138,0
2275.63877645,-1344.01905192,1,485.753274762,0
1895.09857512,-769.945797937,1,210.232947486,0
2192.43635699,-815.054423562,1,268.813887436,0
1859.38325301,-1136.11940185,1,202.780753518,0
1859.77904525,-1024.79711879,1,124.965812089,0
2063.36006666,-837.47001983,1,158.98109273,0
1186.74761158,1110.81148467,2,178.006201975,0
2043.07688998,-948.605908586,1,74.9855413958,0
2231.01731413,-950.039845342,1,261.314265876,0
895.749377284,683.749252807,2,355.456935661,0
1369.67126394,1293.74683009,2,435.194208619,0
798.302327819,814.105127708,2,310.977520342,0
4.10487062777,-6.56045759961,0,41.9150119911,0
1943.9322867,-919.435239491,1,53.7317653887,0
697.077612033,793.877635254,2,405.501586026,0
1958.82683617,-886.921295553,1,80.1938385004,0
1747.45491644,-969.499645475,1,222.777643953,0
1320.77316746,1527.12254656,2,589.522991454,0
402.039658589,-130.258780219,0,389.031775946,0
2007.55658172,-348.895222819,1,618.5364842,0
-259.014849638,-70.588104194,0,282.911571158,0
-204.924831815,-1009.56975085,0,991.886057209,1
1658.37174553,-1145.34660208,1,359.582273022,0
724.69650569,-254.429864305,0,732.855490482,0
109.100388386,16.0433557755,0,105.332539864,0
1668.45701342,-848.948526315,1,323.769601901,0
1844.00529637,-1099.96004961,1,183.825165847,0
81.0582117533,-31.8540312098,0,59.679429011,0
2009.22915112,-715.321305708,1,253.996899872,0
-82.5930331295,-10.2479230243,0,110.575255074,0
1094.0877718,892.347682863,2,127.038976943,0
1040.16039933,1237.73461534,2,229.767571143,0
2081.52913845,-618.964573977,1,364.741198287,0
1922.23776879,-947.017253312,1,51.7034451545,0
726.458619193,819.174623218,2,367.24187785,0
2191.25048514,-884.67575018,1,235.631276171,0
1940.97599385,-989.394729594,1,37.2535223871,0
-51.8440905798,240.276333696,0,294.017707602,0
2226.02107847,-857.520283023,1,277.980606277,0
2528.40738953,-1226.2273277,1,615.74775962,0
881.064412494,940.762777397,2,173.902283967,0
57.9417738946,61.4056878808,0,111.292362562,0
-54.9325129146,-169.278406261,0,147.236411965,0
1909.01047643,-1076.504323,1,126.05406656,0
1011.98400803,892.438846886,2,119.23145132,0
1050.42076942,612.50432342,2,395.567990207,0
-30.8717735571,-205.924283659,0,170.404880968,0
1822.13110039,-1358.90987482,1,419.603701008,0
874.4737577,1071.80692162,2,178.767329866,0
14.8364866889,-89.4519137439,0,45.9765876926,0
1701.29686851,-896.061445296,1,277.935196381,0
98.3198365622,-127.287884665,0,112.41583177,0
2293.55466664,-1055.03193658,1,335.298085877,0
-86.2063086037,106.907860429,0,186.195143033,0
1085.00799949,614.024272782,2,396.34663458,0
1020.47184432,844.215597161,2,165.093967993,0
761.481763638,-796.304845265,0,1054.32620596,1
2600.52546248,654.573263811,2,1598.62154219,1
1918.77967191,-866.970773874,1,111.856906375,0
1122.44597207,1086.21468387,2,112.612966065,0
-94.6024514388,-95.1640146025,0,127.878696808,0
75.1073058595,-1098.61375977,0,1055.77180228,1
1197.82849245,1288.18885149,2,320.897063858,0
2079.58308065,-1404.17413244,1,451.32418732,0
-62.8074716398,-81.5516283674,0,93.2931300253,0
590.419357385,-895.715442989,0,1023.48616211,1
1731.18738967,-676.050535215,1,376.002963741,0
43.952976197,-67.7180099565,0,31.76672837,0
113.295221711,2.21965749819,0,101.80760821,0
1875.20731829,-1292.16515753,1,339.428145914,0
809.912580451,987.403978572,2,232.453918537,0
182.213072294,-22.7633108197,0,160.981160226,0
890.08166128,579.030884206,2,454.866142604,0
2066.93796498,-1014.01836004,1,107.856893908,0
-34.5958178865,28.1062997836,0,92.1865574884,0
167.963023132,19.3765833997,0,158.58288686,0
11.5675276765,-7.15431216816,0,38.6180865351,0
1043.76902927,1077.82786991,2,69.895499116,0
36.4349934932,-73.8650998161,0,32.7574330159,0
73.2749843989,-142.807886211,0,110.888715456,0
5.47338078286,128.997720648,0,173.994005697,0
6.04602980297,33.8631762127,0,79.7579375761,0
1824.87817447,-1026.14247716,1,157.168611802,0
884.812824719,951.762671272,2,166.421373787,0
-95.8164904323,-25.9362317453,0,119.865963606,0
1767.91098836,-618.977030964,1,401.945511386,0
-54.0243311882,1.2187119006,0,89.0962319364,0
1220.92030236,-1501.80391141,1,920.975311556,0
20.7999144755,24.3840140525,0,68.5547603044,0
2007.73763217,-1391.87155998,1,427.219845051,0
706.280486955,1096.11396284,2,346.570494206,0
985.756517377,547.759697085,2,463.569267497,0
62.748917182,53.477342909,0,105.534305383,0
1910.5064254,-1103.18097703,1,149.331856195,0
2222.07085068,-1040.46232704,1,262.552194179,0
1970.01277811,-1031.55277994,1,65.2498955001,0
1990.8546868,-1256.75502952,1,291.184639993,0
1185.74268461,1375.27325655,2,394.626591394,0
139.330024869,149.555611494,0,226.12483022,0
1902.95818571,-1047.48083087,1,105.416161893,0
289.724492844,35.0722012893,0,278.567438728,0
6.32697321626,1096.88775934,2,1038.93985393,1
191.040453486,46.5478882321,0,191.253388883,0
1200.08276954,-1571.63763247,1,979.553558974,1
1888.44946459,-1106.69340251,1,162.462729308,0
-78.0624293273,-108.123221523,0,119.322261417,0
733.870874893,1636.82679688,2,700.048512608,0
1613.81824284,-514.472342548,1,575.470178126,0
56.6398880022,-132.246334817,0,94.427208547,0
-58.6542305487,-71.198052304,0,85.694580265,0
66.9607830161,-9.90085077701,0,55.9947495659,0
