Column1,Column2,assigned_cluster
2240.36984738,-908.049583976,1
1036.01042848,758.093202752,2
864.205973029,1032.50241396,2
99.2450799086,-229.157668247,0
1639.48765135,-439.917100534,1
684.927372843,1352.4557983,2
867.371167044,690.941465051,2
-222.672549345,148.288854532,0
2204.28614897,-1310.75124554,1
-81.2002681173,1844.78390883,2
2238.47782824,-1024.11455358,1
2178.31705526,-770.434260377,1
2137.55731758,-1190.72704056,1
813.405268348,1343.83161662,2
763.5010831,1032.28183445,2
733.897184474,1076.09785867,2
804.999943299,-681.096626511,0
5.82868827309,-166.25442904,0
-10.5751980809,-6.32856573315,0
83.9233040358,-103.038565595,0
25.1870512339,40.052032064,0
161.169286024,148.103272762,0
866.933133448,1242.76007799,2
1476.57814004,-1290.73382879,1
254.17023777,128.292753008,0
863.608894043,1108.29617752,2
807.458902083,965.778680496,2
1914.32922904,-908.44195414,1
974.999913559,1102.75468054,2
1017.0983914,944.855287953,2
-65.6284390752,62.6873426736,0
173.332974937,-32.0299296611,0
2132.45468353,-674.673242756,1
115.58620417,-72.3111532467,0
1943.00661464,-766.313103282,1
44.4910801588,-38.8679629653,0
2065.58440709,-587.962734568,1
1490.63034613,1372.91640405,2
367.342897682,1479.20755259,2
2032.81294124,-968.897129671,1
1102.04133042,802.712446188,2
14.685998727,26.6077669952,0
905.945660018,1126.07352243,2
812.570180138,1181.22584216,2
1851.483783,-1246.45029863,1
228.586269101,-51.4850320393,0
-129.110527067,-31.8645684396,0
-58.0350283051,-93.8688206773,0
2017.84241505,-67.2015321396,1
32.5138141972,97.110290718,0
801.653080764,1037.52142858,2
549.827565476,1154.72009527,2
951.447830825,1520.59380934,2
-46.3149853341,34.9888238982,0
2103.58665012,-1053.17664077,1
1936.40611033,-1042.79231849,1
-158.351975378,50.3607670257,0
1057.32705547,1407.54475349,2
2532.2557861,-1249.88018677,1
1872.03545381,-1077.58999521,1
1912.70607678,1309.60569347,2
744.636460179,1502.36584721,2
-26.644141307,9.37518529974,0
2442.63338834,-1103.07395441,1
1366.03142496,1244.13656879,2
2191.85269181,-1107.83399455,1
1078.53314523,841.978674522,2
2006.65437445,-906.162305496,1
1990.29856238,-937.417534765,1
1065.51147974,701.229800276,2
1716.88790916,819.762231189,2
904.002148091,994.777407312,2
106.031963922,684.030044154,0
-156.317451117,39.9554911853,0
-164.306111295,-668.973305391,0
1023.36589318,1266.98715872,2
2223.28795288,-610.967396906,1
927.868280297,858.185528411,2
1237.36892978,-1615.25831694,1
1099.75215337,877.157782294,2
199.56747726,1579.00673966,2
-90.4538870164,-72.6352350571,0
1210.9047774,1103.21168616,2
678.949355461,248.657266758,0
1987.93460106,-1039.76966578,1
577.607223226,1037.67791651,2
1825.03138493,-1545.17705353,1
1342.39082243,1019.44340344,2
140.448832101,75.051744585,0
-63.4494392192,3.55643018043,0
-26.208171702,78.6275704335,0
61.1384931061,-3.77496093769,0
-94.8640616508,70.2953503492,0
1956.37103254,218.520495201,1
1576.55632294,-552.782127501,1
894.961942028,971.486268448,2
-148.806529322,-1.90337541814,0
1146.19936961,-572.827609824,1
702.789752556,937.354825118,2
2108.94810529,-909.934404961,1
2238.60567624,-1240.54689645,1
-28.7984469798,-17.9028655729,0
181.133847551,-32.6798228523,0
2026.57057701,-986.375671328,1
729.137806782,837.407030303,2
2384.25753703,-632.225100898,1
24.5982373586,23.5848697993,0
976.60092043,1067.327316,2
-1.66509508449,-5.26697962595,0
151.227056223,30.9529169301,0
2128.72570372,-1089.014069,1
627.701789865,633.906246717,2
1142.25625897,1124.11587342,2
1009.32830183,1003.03031986,2
-145.617526026,-11.3024496314,0
-88.6000379832,104.45684628,0
29.9439666375,-139.391213072,0
2470.6417109,410.407591393,1
379.553681473,-1481.24817972,0
1876.42073971,-1041.5047722,1
1079.85135136,1089.49317528,2
1295.4519526,961.700930517,2
831.613398075,1115.35306322,2
-136.722806717,3.25285936758,0
2118.23915514,-831.511584311,1
1018.32570145,1087.40252433,2
1936.22572492,-922.431332793,1
-39.2022443144,91.7761415064,0
718.349524787,828.190091984,2
2300.10705537,-982.323241344,1
1069.48827337,1180.76018397,2
45.8795364942,-6.12196290389,0
36.5884804908,-41.4123426976,0
54.0639350657,-16.157154046,0
2072.2947938,1110.25728608,2
942.638066609,806.300089058,2
-85.752893761,2.70940579953,0
971.065028672,994.240456265,2
-218.145728458,-7.28892502209,0
61.3182981672,-102.489526629,0
-31.5034863993,80.6781951878,0
1326.00323299,1107.82915199,2
1229.200465,1227.27732833,2
935.67884545,850.69497054,2
1155.10440954,1168.57262111,2
1174.82624972,1042.54092019,2
969.544217045,748.234628925,2
2070.01363826,-1151.86335871,1
795.432772411,874.879723782,2
1612.87647397,1652.14550464,2
-52.7025328538,14.5397593603,0
1922.55266333,-756.437932302,1
2092.28351911,-989.134287203,1
915.080056843,824.098542563,2
1207.80545224,929.998515593,2
1185.32776554,1093.81696562,2
2093.15346401,-908.406499763,1
1880.87081772,-1101.73745706,1
1875.51475099,-620.990879912,1
2398.07337445,-1492.80132804,1
303.304855316,-997.863871318,0
1488.32314475,1136.44055758,2
2037.66057215,-1164.69997617,1
-60.9551856991,-216.566115263,0
2277.80286566,-810.004809148,1
-71.1199611373,-25.6401931665,0
2275.63877645,-1344.01905192,1
1895.09857512,-769.945797937,1
2192.43635699,-815.054423562,1
1859.38325301,-1136.11940185,1
1859.77904525,-1024.79711879,1
2063.36006666,-837.47001983,1
1186.74761158,1110.81148467,2
2043.07688998,-948.605908586,1
2231.01731413,-950.039845342,1
895.749377284,683.749252807,2
1369.67126394,1293.74683009,2
798.302327819,814.105127708,2
4.10487062777,-6.56045759961,0
1943.9322867,-919.435239491,1
697.077612033,793.877635254,2
1958.82683617,-886.921295553,1
1747.45491644,-969.499645475,1
1320.77316746,1527.12254656,2
402.039658589,-130.258780219,0
2007.55658172,-348.895222819,1
-259.014849638,-70.588104194,0
-204.924831815,-1009.56975085,0
1658.37174553,-1145.34660208,1
724.69650569,-254.429864305,0
109.100388386,16.0433557755,0
1668.45701342,-848.948526315,1
1844.00529637,-1099.96004961,1
81.0582117533,-31.8540312098,0
2009.22915112,-715.321305708,1
-82.5930331295,-10.2479230243,0
1094.0877718,892.347682863,2
1040.16039933,1237.73461534,2
2081.52913845,-618.964573977,1
1922.23776879,-947.017253312,1
726.458619193,819.174623218,2
2191.25048514,-884.67575018,1
1940.97599385,-989.394729594,1
-51.8440905798,240.276333696,0
2226.02107847,-857.520283023,1
2528.40738953,-1226.2273277,1
881.064412494,940.762777397,2
57.9417738946,61.4056878808,0
-54.9325129146,-169.278406261,0
1909.01047643,-1076.504323,1
1011.98400803,892.438846886,2
1050.42076942,612.50432342,2
-30.8717735571,-205.924283659,0
1822.13110039,-1358.90987482,1
874.4737577,1071.80692162,2
14.8364866889,-89.4519137439,0
1701.29686851,-896.061445296,1
98.3198365622,-127.287884665,0
2293.55466664,-1055.03193658,1
-86.2063086037,106.907860429,0
1085.00799949,614.024272782,2
1020.47184432,844.215597161,2
761.481763638,-796.304845265,0
2600.52546248,654.573263811,2
1918.77967191,-866.970773874,1
1122.44597207,1086.21468387,2
-94.6024514388,-95.1640146025,0
75.1073058595,-1098.61375977,0
1197.82849245,1288.18885149,2
2079.58308065,-1404.17413244,1
-62.8074716398,-81.5516283674,0
590.419357385,-895.715442989,0
1731.18738967,-676.050535215,1
43.952976197,-67.7180099565,0
113.295221711,2.21965749819,0
1875.20731829,-1292.16515753,1
809.912580451,987.403978572,2
182.213072294,-22.7633108197,0
890.08166128,579.030884206,2
2066.93796498,-1014.01836004,1
-34.5958178865,28.1062997836,0
167.963023132,19.3765833997,0
11.5675276765,-7.15431216816,0
1043.76902927,1077.82786991,2
36.4349934932,-73.8650998161,0
73.2749843989,-142.807886211,0
5.47338078286,128.997720648,0
6.04602980297,33.8631762127,0
1824.87817447,-1026.14247716,1
884.812824719,951.762671272,2
-95.8164904323,-25.9362317453,0
1767.91098836,-618.977030964,1
-54.0243311882,1.2187119006,0
1220.92030236,-1501.80391141,1
20.7999144755,24.3840140525,0
2007.73763217,-1391.87155998,1
706.280486955,1096.11396284,2
985.756517377,547.759697085,2
62.748917182,53.477342909,0
1910.5064254,-1103.18097703,1
2222.07085068,-1040.46232704,1
1970.01277811,-1031.55277994,1
1990.8546868,-1256.75502952,1
1185.74268461,1375.27325655,2
139.330024869,149.555611494,0
1902.95818571,-1047.48083087,1
289.724492844,35.0722012893,0
6.32697321626,1096.88775934,2
191.040453486,46.5478882321,0
1200.08276954,-1571.63763247,1
1888.44946459,-1106.69340251,1
-78.0624293273,-108.123221523,0
733.870874893,1636.82679688,2
1613.81824284,-514.472342548,1
56.6398880022,-132.246334817,0
-58.6542305487,-71.198052304,0
66.9607830161,-9.90085077701,0
-208.079675899,-81.650637419,0
-149.627648656,40.2451037272,0
1182.72655391,1179.25221652,2
2283.7994934,-860.46649961,1
1904.15144626,-1275.89112738,1
894.579630805,-61.3323076769,0
2183.39536702,-1028.88945463,1
2226.36113235,1217.99074774,2
831.036287778,616.516227382,2
1883.65158613,-1139.83196942,1
1778.27898606,-974.639319722,1
1015.76462657,1094.75483838,2
1977.7035289,-612.430123321,1
1993.96720183,-1074.80155757,1
2101.55557423,-1002.72498552,1
-114.329969425,109.785896627,0
803.293738262,1073.84500857,2
86.1548423939,-143.88876646,0
1898.95344796,-834.335395477,1
-201.927194463,-127.232479489,0
1020.89748345,1245.21824782,2
692.708173192,1289.01978677,2
2540.68281802,1339.39843727,2
2315.91408093,-283.540158738,1
1635.68414417,-1017.23794294,1
979.020594878,534.537851605,2
99.3102405717,-165.804988834,0
553.243722146,1831.49875251,2
17.8117755293,-44.121562428,0
-72.1584874083,69.3177387572,0
981.65391723,1039.56742602,2
-270.179420308,1808.46362094,2
9.07116427611,-175.262293247,0
2267.20097377,-1008.76119676,1
1138.8722233,734.98562304,2
1164.62520668,1078.9926708,2
161.869522147,77.8388012333,0
148.110053011,-64.2606142632,0
1172.08874529,1026.59526576,2
550.708919906,1058.39961309,2
-70.9207472121,7.02856393244,0
939.723854997,1144.46846564,2
80.5195668787,101.161524636,0
515.992179175,1093.42462227,2
2078.36376077,-985.046815318,1
-185.202323701,79.947785445,0
987.68642372,870.314694308,2
2306.28184896,-811.766290031,1
1145.26964497,1301.04918353,2
2164.27469701,-981.255400784,1
-128.753312155,243.028280726,0
2325.81433677,914.935332825,2
-73.0869142491,244.11216813,0
81.3463283865,42.8347904575,0
1225.68385357,860.516772135,2
2110.19280094,-1067.88321548,1
148.839174505,195.322262329,0
-236.452467059,-119.843817558,0
1670.944799,-746.104139089,1
807.208910262,872.955583439,2
2022.93592436,-709.684570429,1
1033.55325995,1094.58018772,2
807.368558426,929.592515457,2
310.82641604,93.4455074304,0
1893.37116837,-1229.80599202,1
-79.9250094839,-77.8854566746,0
1708.593149,-973.062227292,1
2247.58221546,-1035.46557458,1
-100.067900964,52.5367831278,0
1989.02921952,-726.497061968,1
792.960473365,1122.64858801,2
937.970702671,1276.14960242,2
2626.445087,-150.575353682,1
1266.44936805,491.966702386,2
1875.25330894,-903.182416197,1
44.236074494,-14.778981548,0
1806.0497977,-784.566351827,1
977.164746527,881.659374299,2
1179.61771745,902.108860146,2
1157.46780276,953.352411892,2
2208.90042032,-1123.99143924,1
1032.41683213,-691.256378909,1
815.337954623,1203.7637942,2
86.989208732,99.0653746386,0
-120.446181943,-117.691027949,0
-7.74119822433,91.5213567052,0
1815.97371993,-943.71989429,1
-56.2377320189,203.848971264,0
2079.81298765,-1267.82164824,1
586.644184325,1275.75162724,2
1708.58643886,1729.65680568,2
2223.97720753,-1207.63165751,1
-101.591315969,-33.6168931476,0
2212.49596136,-676.724391276,1
1218.6572479,893.576831428,2
2041.66926403,-1022.53397552,1
1874.53728555,-1000.08056971,1
1114.33674263,1125.15156786,2
342.219060561,190.719828705,0
2344.79232131,-1499.17961997,1
1482.29028618,1806.00057898,2
854.608371472,1092.16379099,2
-121.632720498,-116.177289849,0
-22.2518204255,-45.1761350925,0
1385.64302964,-320.916514267,1
1962.37671723,-811.296438096,1
51.3049290479,114.128035873,0
2123.42721605,-918.921686949,1
2484.2672496,-1183.03569427,1
1902.35369662,-958.342409758,1
-41.17545226,61.6270398416,0
2189.30665542,-962.685012168,1
-6.25719062458,-93.5584199719,0
-9.93798990608,-32.6357324058,0
985.491613835,1081.40891192,2
1908.69357919,-662.320266187,1
771.992727403,290.041637574,2
-17.2114135235,52.4911486851,0
1936.7832647,-1265.3696281,1
-166.046969207,156.907556124,0
146.259114688,146.727474413,0
1715.16092962,-936.018047419,1
899.466687097,1077.6717106,2
882.204307393,795.490385498,2
1110.10367181,1214.73494545,2
2101.22799968,-881.620431579,1
1210.2998124,1252.77002251,2
1233.86737399,685.376439977,2
1121.29736794,1001.46206126,2
2075.66733911,-1217.90912514,1
-250.115986797,-546.424233484,0
539.292008566,1284.52997801,2
295.480181507,1068.45753133,2
836.689654272,749.236372064,2
1979.61069821,-621.037825493,1
86.7718882721,-163.7814868,0
2082.09728919,-840.847335123,1
2086.99803756,1105.11281081,2
879.733848547,835.096097502,2
1953.26921323,-947.831242858,1
1991.23310902,-985.867497357,1
-26.2805950956,205.670744182,0
1384.64179635,-1605.24648167,1
155.324434325,23.5115730024,0
1362.02031526,1100.89393363,2
1065.52198494,917.994532648,2
68.8234749818,-96.5046795533,0
-44.9642815633,150.142859066,0
2184.55881221,-1021.94712045,1
1285.50161714,1026.06449885,2
2016.94620847,-1180.56691559,1
-78.2385567889,-51.4370645936,0
1248.00037663,1490.58539313,2
-290.443141772,-62.2029027681,0
912.00995001,381.163560923,2
1664.12005702,-813.484845009,1
-32.4010943796,49.566688087,0
2159.79834324,-828.973075045,1
2051.80774416,-1023.81645477,1
2003.76058959,-774.864968995,1
1018.08468354,878.141237085,2
1845.53903268,-1356.6585326,1
-159.136124452,-198.636618531,0
737.359364481,1098.55862941,2
108.154416854,-119.322178532,0
236.853550799,-172.130058015,0
-139.764916766,-90.8290343675,0
1805.91922789,-860.555308372,1
942.164139326,1191.80741694,2
-311.845396223,-742.184619524,0
-113.415082826,1450.77314426,2
690.671446168,983.42040005,2
1658.72843072,-710.530859189,1
372.437105892,-402.683428603,0
881.231095885,919.669732511,2
1604.82366774,-652.25343456,1
916.040221352,972.182197014,2
734.4668521,916.11675637,2
2134.83083839,-927.964797377,1
889.065842827,786.847024508,2
2038.2298762,-824.964411951,1
2568.2624096,1285.40267968,2
20.8066016231,-23.1061709947,0
16.5013926537,138.774462556,0
943.817083803,1066.73085134,2
1152.06526328,799.537166532,2
2268.72708889,-727.701593357,1
1794.4402593,-658.519207721,1
1834.30619414,-1068.8422338,1
2038.31772002,-1104.12389382,1
-140.732818639,40.1135749299,0
732.145043,991.710846557,2
811.975735732,1334.44320031,2
1006.94516252,1219.44610642,2
846.122502315,1015.12169928,2
-24.4519873517,97.1943576703,0
735.073004842,838.811400631,2
2472.89771874,-1418.48698415,1
1210.53731776,1050.35861317,2
1982.02787579,-940.86907595,1
-201.176720765,-705.379957204,0
1561.68420067,-1154.4939828,1
1811.75865646,-943.056211248,1
1154.66066109,371.256684088,2
119.49041079,-165.294472355,0
2070.3670113,-1078.30440374,1
189.817792629,-10.8396317405,0
1342.32382164,1139.8644948,2
-45.0973100846,1682.47491285,2
732.278476024,1205.15377031,2
1940.6900772,-1065.12653809,1
1746.36403686,-1016.01078789,1
124.96155798,-109.397699478,0
667.432926708,4.04588970674,0
991.894526527,1183.03472181,2
-166.870046294,-71.740932303,0
146.674626745,1550.34369853,2
1255.47511577,717.160113506,2
1169.51798249,835.599417631,2
861.466252779,1329.04626762,2
1909.64440407,-1068.46127484,1
912.878879391,995.764182898,2
169.500771995,1693.1329346,2
-91.4384692996,2.21453492675,0
786.328308378,1009.63561811,2
2049.97943532,-647.309932694,1
2098.05566491,-1133.97520842,1
127.558512002,26.7179933768,0
-57.2286315507,-722.399019619,0
258.470603458,-1537.17910777,0
-47.5618977823,-207.379768571,0
1003.60590826,1246.69768853,2
987.349268574,1009.97623562,2
1.61318331967,-92.2948515546,0
772.041549297,1111.77784263,2
2456.92751724,-972.959922187,1
953.982964354,762.92325379,2
-196.455566558,-148.924203321,0
2283.4538408,-1131.27269315,1
-85.1339192307,-254.638277717,0
2104.85050447,-1017.67182011,1
699.493143975,863.237011236,2
2079.26105201,-967.264283993,1
1027.56589495,1099.74341403,2
986.926721533,595.996681071,2
-258.851236965,-821.742347671,0
56.1941154858,141.749742039,0
899.933762669,971.990012972,2
714.335720454,1139.17570487,2
2208.74803894,-843.63285372,1
1537.65321294,-908.022088097,1
85.8992590247,-71.3963282487,0
-172.355138984,-91.1610291187,0
1039.38050478,845.462431237,2
-46.2969877792,213.131123898,0
1940.77162408,-1185.98293665,1
1126.15721451,-945.470832265,1
-59.6931241157,132.231203229,0
985.243303755,971.530820266,2
715.646161739,612.90474194,2
-58.7040667058,-128.084737568,0
13.3672725427,-24.355646863,0
1233.96342386,1296.67756817,2
818.352782504,1017.5604836,2
-15.2770316152,-26.5705563862,0
2102.76946978,-1088.71555192,1
673.759527431,899.425277128,2
730.472677082,1048.33085171,2
62.972043818,-29.5323294961,0
182.593134555,-9.61180210794,0
2472.27560633,-1128.62202238,1
783.028330174,1100.80784828,2
711.383865643,768.706363158,2
876.308088873,1248.29993734,2
1875.5050918,-1005.31868531,1
1067.88558413,581.688813693,2
1915.78476081,-556.251278525,1
1863.68833218,-1014.32688685,1
2139.02432628,-1169.06541171,1
-95.8956775769,-139.320709661,0
2320.01318433,-1402.04726706,1
1163.65552613,1030.73897541,2
1969.91583716,-1185.3619048,1
2177.68779485,-969.184007791,1
175.254599919,-156.983566532,0
994.248007536,752.969613636,2
1976.7398151,-910.940177991,1
62.4389284614,-22.5553577238,0
2054.15279042,-998.053080114,1
982.944013073,933.001095431,2
1466.77893904,1102.1411092,2
-27.2303186402,-196.66108393,0
2291.62302789,-1017.07951916,1
1399.49236972,857.241074404,2
2194.34224675,-1065.05458195,1
168.340193909,-1208.04511406,0
529.530817536,-1162.98367541,0
1078.16888809,1257.38074211,2
1023.5843835,1192.417974,2
2433.25603543,-1607.04498971,1
342.59163409,-192.26857921,0
858.196155024,915.394105798,2
815.992059867,917.914461391,2
-61.7403131716,103.067727035,0
375.149509279,381.883984668,0
146.349813591,120.490560738,0
1010.49832461,1174.04408858,2
1879.49624544,-738.189303592,1
245.080095912,1.85220702066,0
-77.0406344919,82.0423558179,0
300.357723265,-421.351231371,0
1119.74624696,790.05936724,2
996.447767235,806.260461182,2
1634.34391364,1702.518849,2
1153.38215476,1086.99793868,2
-48.3826677617,6.68806275976,0
1049.40109634,927.7242525,2
81.3001405185,3.04134617352,0
2018.68569448,-1026.98816906,1
761.041846877,1031.01915242,2
-107.85780835,65.8325806734,0
1150.30331672,883.053189622,2
835.521821786,727.328946801,2
36.1731226906,-11.2141825787,0
1238.19136978,869.226767405,2
686.673634701,-831.50614493,0
1639.58881695,-1087.03422886,1
59.0714510896,99.3750670808,0
-60.6713691704,-85.3028681689,0
257.587303107,-1100.33415726,0
-86.323195246,68.2179901107,0
2034.91142359,-838.201070217,1
1481.59105461,-217.625002994,1
510.876520471,-393.634312875,0
2250.51630094,-1033.02196298,1
819.974530995,977.32640979,2
1482.08919026,1688.6979352,2
5.29199391657,8.03113606635,0
2409.61561513,1212.33310103,2
781.798969488,960.626789929,2
2117.42505513,-1044.68304494,1
2280.68813182,-1247.38799477,1
2054.49593544,-1102.74562661,1
-104.553063589,8.05270974927,0
2128.90913786,-1543.28354993,1
32.5404426225,-92.6651681362,0
1607.62690093,-996.21154986,1
1886.67967849,-1137.46124818,1
2082.03799526,414.024220216,2
1723.03455282,-901.928255864,1
2067.68748824,-1079.79894943,1
1747.31347822,-951.607580698,1
-128.393158259,450.539358609,0
1974.56981181,-1076.16914171,1
2062.47615592,-1346.48207793,1
60.2843889722,146.452410933,0
1419.68541037,1133.63236219,2
1660.45243821,-1050.82222301,1
1143.92436701,1063.25732852,2
875.543856713,1032.47779915,2
802.490079071,1221.81440924,2
1144.64226541,1229.33651255,2
-4.93579026815,-84.534434095,0
675.186177707,722.026559902,2
1617.06944895,-1028.60375675,1
2185.29890982,-967.768099107,1
1092.86357362,1097.22501585,2
1806.35261637,-1189.80975398,1
-56.8115153992,128.970352477,0
1468.3221868,-59.638280668,1
819.207312236,1098.8117259,2
658.255341164,1356.99416638,2
1895.91024582,-1265.4522414,1
1916.37820698,-1067.93720099,1
-9.07944955671,-111.539412615,0
1867.15464875,604.64891944,2
1587.13394037,662.246903926,2
1988.01092933,-721.385478246,1
1943.44752711,-1014.41904472,1
-178.176656362,-29.4671132237,0
862.259019814,1167.42629786,2
968.986152073,1179.53973705,2
2121.0483753,-1125.24743034,1
172.139269437,-2.07194744309,0
1787.00016514,-1035.41685229,1
-44.2536878445,-58.8325533075,0
1603.37039221,-815.95954074,1
2550.44633715,-70.3406106205,1
1145.14245595,967.273761614,2
1009.3713033,978.441625169,2
304.910104379,132.636000497,0
-63.9108685011,-88.7491071699,0
1263.25883419,1111.07976381,2
-30.1098385158,85.3197780766,0
71.6634657656,156.730896159,0
1328.27254502,1344.05255482,2
949.543314176,1006.14757963,2
2410.28512229,-890.247211058,1
1940.98243181,-1113.63990363,1
1063.32828109,1316.8529632,2
609.272459908,1084.2925253,2
1095.35010933,1070.21225728,2
2344.14192332,-1300.49628346,1
1409.61119399,926.364042987,2
1243.89406682,1156.53341064,2
1954.79826758,-636.359555573,1
2011.28669342,-842.334283047,1
1902.01596171,-1243.77545615,1
966.143332186,1087.25573012,2
1941.87582249,-1104.81895984,1
1900.32347321,-559.976160316,1
973.373554206,1143.54143428,2
1971.29021812,-1182.19088526,1
207.135838816,-1552.54611816,0
6.24456597297,146.469911636,0
-57.2371314686,-43.7271019387,0
2139.3932236,-987.944387705,1
744.723663537,1002.42117353,2
1395.19863039,932.285024715,2
-136.899417045,86.3807485731,0
2168.53343991,-927.69986696,1
1526.35402871,-183.206630131,1
1818.28042508,-1070.520394,1
1880.32632175,-1322.06921516,1
944.416064711,1044.10881226,2
54.8972492005,-5.58470777057,0
60.1440671067,-74.0318297531,0
2538.74357512,-1096.39532469,1
-62.8322663551,43.2780515572,0
1249.50786699,1348.21263453,2
-34.753320407,-8.72225750418,0
1096.74418936,1131.45873537,2
2244.39473757,-586.117128146,1
825.887515252,1228.3224283,2
2131.67775991,-758.94157571,1
-43.3065408295,-70.7972728134,0
2122.00013418,-925.382439241,1
970.469137996,857.373415025,2
1861.30928017,-1274.68360715,1
1906.62952954,-947.074716916,1
1179.70854577,740.356923083,2
1763.68259903,-983.119072039,1
2549.52486626,-517.172415585,1
2074.61396055,-1075.50579609,1
-25.8879600202,11.2887633984,0
25.1446085197,-31.1592230332,0
1833.18084185,-1046.64262977,1
2203.77171308,-1029.01069762,1
1937.93728907,-941.789268306,1
2270.97563342,-1188.10242262,1
1013.2602095,784.220645961,2
39.2690591492,15.1114240662,0
2224.56272795,117.94267488,1
1975.10136632,-1043.20324304,1
915.463386786,936.303061419,2
-38.96531972,-13.5785887303,0
164.294292639,24.5380893717,0
1704.0837648,-855.405445308,1
-118.024054321,5.73262685032,0
-18.2827925849,-928.788757372,0
443.932973262,403.605679452,0
204.692071383,-34.8361358955,0
910.064342265,870.322938493,2
964.4272541,-1542.56967656,1
2121.766422,-1154.48126326,1
1965.00092684,-326.830871739,1
-27.9899282633,104.886023688,0
830.341276919,756.655351321,2
1817.27585041,-1185.42381115,1
773.667464739,1170.18359652,2
-225.75787928,-76.6102840869,0
-40.2061660572,63.7131639325,0
-23.7205900256,-44.6052398378,0
2134.75343791,-1016.22476197,1
863.046916727,951.71803972,2
974.254040021,965.074430082,2
-187.340404565,-101.041303446,0
2634.76406294,-3.28339148945,1
1080.28114589,938.894574604,2
310.389880837,1474.17153157,2
1901.92684555,-926.321279258,1
236.960876951,370.342590539,0
50.3002278852,-53.9964698681,0
1102.74163923,997.29378896,2
-86.0330301681,-30.3149605894,0
1628.89904586,-958.560095285,1
1738.82749942,-831.463359551,1
1795.08800437,-973.60435463,1
1210.18753309,-375.196745638,1
66.9919301357,222.624197194,0
1901.68897359,-531.416683198,1
2220.31316522,1510.89943308,2
1056.84999481,952.30365426,2
-143.102654769,374.777311557,0
-29.3174108349,32.4255032658,0
827.821866902,878.57284582,2
2042.48579881,-1032.01004748,1
954.110213742,1053.67313682,2
74.6619080063,32.0946347978,0
1955.76324136,-1200.25385997,1
1813.44485607,-1211.46997897,1
1674.70427045,-1152.83874582,1
-222.073021806,360.589619963,0
678.18926411,781.389955681,2
1745.66496538,-1029.7278786,1
1562.64515187,-885.552576792,1
1503.46305641,-1234.29350792,1
1115.18157122,1003.75446823,2
2131.72951253,-1078.69975788,1
1782.72530285,-1351.09579293,1
1159.27191666,1048.09741981,2
-45.5207570292,233.309601215,0
1930.22791005,-879.800458644,1
2175.44370694,-1043.39143627,1
1230.36563742,946.583579173,2
2316.72221103,299.793376802,1
2135.15222259,-1380.87424654,1
107.415887915,-64.2038432719,0
2127.1733983,-785.484639428,1
1846.65180554,-1061.88567958,1
1030.86931426,922.094588798,2
1588.77447853,-805.02847763,1
1151.46416276,1041.02520371,2
1293.27541023,943.439035202,2
2254.4695644,-652.250686339,1
1167.04021131,682.501118287,2
1618.4201821,-1014.18345903,1
984.346591218,1077.26686419,2
52.0984835766,27.1307067234,0
-48.9878659379,-24.3819577495,0
-8.53306137877,-193.288712441,0
862.87208027,641.900323213,2
1481.47593901,-732.95640047,1
1954.65368095,-1439.74985413,1
-56.3303367263,-80.1144224099,0
-91.0153942654,38.4747339373,0
983.723712681,1214.76651515,2
636.699470654,822.218133758,2
-197.346624018,42.5235873196,0
1381.99015385,-961.585401294,1
839.946579203,697.487009171,2
51.5204922955,-195.966177435,0
835.856551614,1100.28434693,2
2216.66894397,-679.747564577,1
1291.43655809,839.927616685,2
1457.3993777,1115.33615112,2
900.166499912,-1123.27068651,1
-59.4339077454,138.059557313,0
45.6534590237,-148.828827613,0
6.31182660432,-39.9671887753,0
2144.69305328,-1104.25627476,1
1933.78116497,642.211832703,2
-64.2149486564,-90.2067229697,0
847.664255161,576.147443143,2
899.938165626,1161.14372454,2
1158.8721423,594.039585698,2
-62.9218489979,-46.7743740979,0
145.51088741,60.9404833215,0
-129.738540251,-49.0737357507,0
1956.22634544,-1152.21511863,1
49.7289488423,2.71614655235,0
1744.96514298,-902.049073667,1
-49.7069424636,152.010014121,0
930.386195854,1167.35842445,2
9.7990876608,-86.8002364702,0
11.7266439064,67.8310279306,0
-126.274498042,-586.272369647,0
125.252426319,48.6492693516,0
626.767013295,814.796062084,2
-36.7883198162,8.10474391038,0
816.092916546,1000.87579921,2
1050.80274244,1212.31712275,2
20.9520912296,-44.9960370034,0
-36.2919600535,50.8515413181,0
-110.185181207,-3.63690384938,0
83.5822618576,-95.6925095508,0
94.0866719025,45.0826492663,0
940.928026206,-941.982566954,1
1049.31440879,1246.20903585,2
1142.74326307,720.713329458,2
-16.7150901392,179.806572442,0
841.856258894,822.090553215,2
101.218654187,-5.15112720396,0
37.1286079028,29.0634966048,0
35.0455788612,13.2229231774,0
99.308387417,-56.0321691902,0
88.0592307466,72.613933476,0
-69.2887131075,-102.554547499,0
49.6604492132,-23.1313655747,0
1010.83815448,848.946338321,2
1954.26564558,-806.956881213,1
1148.43305387,397.64677333,2
1137.21933422,1325.52596557,2
1299.61920579,422.809409571,2
651.590231162,1235.03009307,2
1134.04642304,155.780448055,2
53.3565823962,167.663155479,0
1201.43801791,1292.73194643,2
2144.9488189,-997.159871796,1
2270.26357748,-873.387909917,1
-151.566140333,-96.8522482288,0
-0.764044631599,36.8308634161,0
2154.36562069,-1184.44851241,1
